name,description,dataset_id,project_id,files
"Congo, Rep. - Food Insecurity Experience Scale 2021","Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:<br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2),<br>2. The proportion of the population experiencing severe food insecurity.<br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available under the ""DOCUMENTATION"" tab above. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063898,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
"Congo, Dem. Rep. - Food Insecurity Experience Scale 2020","Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, ""Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)"", provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:<br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2),<br>2. The proportion of the population experiencing severe food insecurity.<br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available under the ""DOCUMENTATION"" tab above. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063897,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Comoros - Food Insecurity Experience Scale 2021,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/.<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:  <br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2).<br>2. The proportion of the population experiencing severe food insecurity. <br><br>These data were collected by FAO through GeoPoll. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available in the documentations tab. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063896,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Chile - Food Insecurity Experience Scale 2020,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:  <br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2), <br>2. The proportion of the population experiencing severe food insecurity. <br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available in the documentations tab. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063895,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Chile - Food Insecurity Experience Scale 2021,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:<br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2),<br>2. The proportion of the population experiencing severe food insecurity.<br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available under the ""DOCUMENTATION"" tab above. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063894,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Central African Republic - Food Insecurity Experience Scale 2020,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:<br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2),<br>2. The proportion of the population experiencing severe food insecurity.<br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available under the ""DOCUMENTATION"" tab above. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063893,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Cameroon - Food Insecurity Experience Scale 2020,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:<br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2),<br>2. The proportion of the population experiencing severe food insecurity.<br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available under the ""DOCUMENTATION"" tab above. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063892,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Algeria - Food Insecurity Experience Scale 2014,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:<br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2),<br>2. The proportion of the population experiencing severe food insecurity.<br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available under the ""DOCUMENTATION"" tab above. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063891,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Algeria - Food Insecurity Experience Scale 2016,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:<br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2),<br>2. The proportion of the population experiencing severe food insecurity.<br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available under the ""DOCUMENTATION"" tab above. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063890,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Algeria - Food Insecurity Experience Scale 2017,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:<br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2),<br>2. The proportion of the population experiencing severe food insecurity.<br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available under the ""DOCUMENTATION"" tab above. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063889,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Algeria - Food Insecurity Experience Scale 2018,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:<br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2),<br>2. The proportion of the population experiencing severe food insecurity.<br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available under the ""DOCUMENTATION"" tab above. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063888,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Algeria - Food Insecurity Experience Scale 2019,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:<br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2),<br>2. The proportion of the population experiencing severe food insecurity.<br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available under the ""DOCUMENTATION"" tab above. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063887,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Algeria - Food Insecurity Experience Scale 2020,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:  <br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2), <br>2. The proportion of the population experiencing severe food insecurity. <br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available in the documentations tab. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063886,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Algeria - Food Insecurity Experience Scale 2021,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:<br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2),<br>2. The proportion of the population experiencing severe food insecurity.<br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available under the ""DOCUMENTATION"" tab above. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063885,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
United Kingdom - Food Insecurity Experience Scale 2021,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:  <br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2), <br>2. The proportion of the population experiencing severe food insecurity. <br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available in the documentations tab. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063875,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Guinea-Bissau - Food Insecurity Experience Scale 2021,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/.<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:  <br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2).<br>2. The proportion of the population experiencing severe food insecurity. <br><br>These data were collected by FAO through GeoPoll. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available in the documentations tab. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063868,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Guinea - Food Insecurity Experience Scale 2021,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:  <br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2), <br>2. The proportion of the population experiencing severe food insecurity. <br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available in the documentations tab. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063867,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Guatemala - Food Insecurity Experience Scale 2019,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:<br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2),<br>2. The proportion of the population experiencing severe food insecurity.<br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available under the ""DOCUMENTATION"" tab above. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063866,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Guatemala - Food Insecurity Experience Scale 2020,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/.<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:  <br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2).<br>2. The proportion of the population experiencing severe food insecurity. <br><br>These data were collected by FAO through GeoPoll. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available in the documentations tab. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063865,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Georgia - Food Insecurity Experience Scale 2019,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:<br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2),<br>2. The proportion of the population experiencing severe food insecurity.<br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available under the ""DOCUMENTATION"" tab above. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063864,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Georgia - Food Insecurity Experience Scale 2020,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:  <br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2), <br>2. The proportion of the population experiencing severe food insecurity. <br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available in the documentations tab. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063863,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
Georgia - Food Insecurity Experience Scale 2021,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:  <br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2), <br>2. The proportion of the population experiencing severe food insecurity. <br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available in the documentations tab. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063862,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
"Gambia, The - Food Insecurity Experience Scale 2019","Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:<br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2),<br>2. The proportion of the population experiencing severe food insecurity.<br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available under the ""DOCUMENTATION"" tab above. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063861,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
France - Food Insecurity Experience Scale 2020,"Sustainable Development Goal (SDG) target 2.1 commits countries to end hunger, ensure access by all people to safe, nutritious and sufficient food all year around. Indicator 2.1.2, “Prevalence of moderate or severe food insecurity based on the Food Insecurity Experience Scale (FIES)”, provides internationally-comparable estimates of the proportion of the population facing difficulties in accessing food. More detailed background information is available at http://www.fao.org/in-action/voices-of-the-hungry/fies/en/ .<br><br>The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed:  <br>1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2), <br>2. The proportion of the population experiencing severe food insecurity. <br><br>These data were collected by FAO through the Gallup World Poll. General information on the methodology can be found here: https://www.gallup.com/178667/gallup-world-poll-work.aspx. National institutions can also collect FIES data by including the FIES survey module in nationally representative surveys.<br><br>Microdata can be used to calculate the indicator 2.1.2 at national level. Instructions for computing this indicator are described in the methodological document available in the documentations tab. Disaggregating results at sub-national level is not encouraged because estimates will suffer from substantial sampling and measurement error.",0063860,,"[{""name"": ""Visit the Microdata Library to access data and documentation."", ""description"": null, ""url"": null}]"
