name,description,dataset_id,project_id,files
Tajikistan Malnutrition 2017 - Table Extract,"Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of malnutrition by region 2017 (underweight children under 5 years old). Data collected by the Statistical Agency under the President of the Republic of Tajikistan with financial support from USAID, UNICEF and UNFPA and technical support from ICF, provided through the DHS Program. Data published in ""Tajikistan Demographic and Health Survey 2017.""",64026,,"[""'name': 'Tajikistan Demographic and Health Survey 2017'"", ""'description': '<p>Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of malnutrition by region 2017 (underweight children under 5 years old). Data collected by the Statistical Agency under the President of the Republic of Tajikistan with financial support from USAID"", 'UNICEF and UNFPA and technical support from ICF', ""provided through the DHS Program. Data published in \\'Tajikistan Demographic and Health Survey 2017.\\'</p>', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0064026/DR0090698/Tajikistan%20Malnutrition%202017.xlsx?versionId=2023-02-28T17:42:15.5539798Z'""]"
Tajikistan Population 2017 - Table Extract,"Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of population and population density by region 2017. Data produced by the Statistical Agency under President of the Republic of Tajikistan with participation of key Ministries and Departments (Ministry of Finance, Ministry of Health and Social Protection of Population, Ministry of Labor, Migration and Employment, Ministry of Education and Science, Ministry of Transport, Hydro-meteorological Agency under the Committee for Nature and Forestry Protection of the Republic of Tajikistan. Data published in ""Food Security and Poverty №2 - 2018.""",64025,,"[""'name': 'Food Security and Poverty \\u21162 - 2018'"", ""'description': '<p>Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of population and population density by region 2017. Data produced by the Statistical Agency under President of the Republic of Tajikistan with participation of key Ministries and Departments (Ministry of Finance"", 'Ministry of Health and Social Protection of Population', 'Ministry of Labor', 'Migration and Employment', 'Ministry of Education and Science', 'Ministry of Transport', ""Hydro-meteorological Agency under the Committee for Nature and Forestry Protection of the Republic of Tajikistan. Data published in \\'Food Security and Poverty \\u21162 - 2018.\\'</p>', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0064025/DR0090697/Tajikistan%20Population%20Density%202017.xlsx?versionId=2023-02-28T17:39:09.8026376Z'""]"
Tajikistan Poverty 2017 - Table Extract,"Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of poverty by region 2017. Data produced by the Statistical Agency under President of the Republic of Tajikistan with participation of key Ministries and Departments (Ministry of Finance, Ministry of Health and Social Protection of Population, Ministry of Labor, Migration and Employment, Ministry of Education and Science, Ministry of Transport, Hydro-meteorological Agency under the Committee for Nature and Forestry Protection of the Republic of Tajikistan. Data published in ""Food Security and Poverty №2 - 2018.""",64024,,"[""'name': 'Food Security and Poverty \\u21162 - 2018'"", ""'description': '<p>Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of poverty by region 2017. Data produced by the Statistical Agency under President of the Republic of Tajikistan with participation of key Ministries and Departments (Ministry of Finance"", 'Ministry of Health and Social Protection of Population', 'Ministry of Labor', 'Migration and Employment', 'Ministry of Education and Science', 'Ministry of Transport', ""Hydro-meteorological Agency under the Committee for Nature and Forestry Protection of the Republic of Tajikistan. Data published in \\'Food Security and Poverty \\u21162 - 2018.\\'</p>', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0064024/DR0090696/Tajikistan%20Poverty%202017.xlsx?versionId=2023-02-28T17:45:25.8815569Z'""]"
Sierra Leone Malnutrition 2019 - Table Extract,"Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of malnutrition by province 2018 (underweight children under 5 years old). Data collected by Statistics Sierra Leone on behalf of the Sierra Leone Ministry of Health and Sanitation with financial support from USAID, the Global Fund, DFID, UNFPA, the World Health Organization (WHO), and the World Bank and technical support from ICF through the DHS Program. Data published in ""Sierra Leone Demographic and Health Survey 2019""",64023,,"[""'name': 'Sierra Leone Demographic and Health Survey 2019'"", ""'description': '<p>Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of malnutrition by province 2018 (underweight children under 5 years old). Data collected by Statistics Sierra Leone on behalf of the Sierra Leone Ministry of Health and Sanitation with financial support from USAID"", 'the Global Fund', 'DFID', 'UNFPA', 'the World Health Organization (WHO)', ""and the World Bank and technical support from ICF through the DHS Program. Data published in \\'Sierra Leone Demographic and Health Survey 2019\\'</p>', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0064023/DR0090695/Sierra%20Leone%20Malnutrition%202019.xlsx?versionId=2023-02-28T17:37:47.1077994Z'""]"
Senegal Malnutrition 2017 - Table Extract,"Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of malnutrition by region 2017 (underweight children under 5 years old).  Data collected by the National Agency for Statistics and Demography (ANSD) in collaboration with the Ministry of Health and Social Action (MSAS) with financial support from USAID, Senegal Malnutrition Control Unit, World Bank, UNICEF, UNFPA, and Nutrition International and technical assistance from the DHS Program, ICF.&nbsp;",64009,,"[""'name': 'S\\u00e9n\\u00e9gal : Enqu\\u00eate D\\u00e9mographique et de Sant\\u00e9 Continue (EDS-Continue) 2017'"", ""'description': '<p>Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of malnutrition by region 2017 (underweight children under 5 years old).  Data collected by the National Agency for Statistics and Demography (ANSD) in collaboration with the Ministry of Health and Social Action (MSAS) with financial support from USAID"", 'Senegal Malnutrition Control Unit', 'World Bank', 'UNICEF', 'UNFPA', 'and Nutrition International and technical assistance from the DHS Program', ""ICF.&nbsp;</p>', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0064009/DR0090681/Senegal%20Malnutrition%202017.xlsx?versionId=2023-02-28T17:42:53.1411853Z'""]"
Rwanda Malnutrition 2014-2015 - Table Extract,"Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of malnutrition by region 2014-2015 (underweight children under 5 years old). Data collected by by the National Institute of Statistics of Rwanda (NISR) with technical assistance from ICF International and financial support from USAID, One UN, the Global Fund to Fight AIDS, Tuberculosis and Malaria (Global Fund), World Vison International, the Swiss Agency for Development and Cooperation (SDC), and the Partners in Health (PIH).  Data published in Rwanda Demographic and Health Survey 2014-15 Final Report.",64008,,"[""'name': 'Rwanda Demographic and Health Survey 2014-15 Final Report'"", ""'description': '<p>Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of malnutrition by region 2014-2015 (underweight children under 5 years old). Data collected by by the National Institute of Statistics of Rwanda (NISR) with technical assistance from ICF International and financial support from USAID"", 'One UN', 'the Global Fund to Fight AIDS', 'Tuberculosis and Malaria (Global Fund)', 'World Vison International', 'the Swiss Agency for Development and Cooperation (SDC)', ""and the Partners in Health (PIH).  Data published in Rwanda Demographic and Health Survey 2014-15 Final Report.</p>', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0064008/DR0090678/Rwanda%20Malnutrition%202014-15.xlsx?versionId=2023-02-28T17:43:33.4907148Z'""]"
Lao PDR Maize Production 2018 - Table Extract,"Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of maize production by province 2018. Data collected by the Department of Planning and Cooperation, Ministry of Agriculture and Forestry and published in ""Statistical Yearbook 2018.""",64004,,"[""'name': 'Statistical Yearbook 2018'"", ""'description': '<p>Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of maize production by province 2018. Data collected by the Department of Planning and Cooperation"", ""Ministry of Agriculture and Forestry and published in \\'Statistical Yearbook 2018.\\'</p>', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0064004/DR0090674/Lao%20PDR%20Maize%20Production%202018.xlsx?versionId=2023-02-28T17:44:32.9156774Z'""]"
Lao PDR Rice Production 2018 - Table Extract,"Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of rice production by province 2018. Data collected by the Department of Planning and Cooperation, Ministry of Agriculture and Forestry and published in ""Statistical Yearbook 2018.""",64003,,"[""'name': 'Statistical Yearbook 2018'"", ""'description': '<p>Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of rice production by province 2018. Data collected by the Department of Planning and Cooperation"", ""Ministry of Agriculture and Forestry and published in \\'Statistical Yearbook 2018.\\'</p>', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0064003/DR0090673/Lao%20PDR%20Rice%20Production%202018.xlsx?versionId=2023-02-28T17:42:03.3243960Z'""]"
Niger Food Insecurity 2014 - Table Extract,"Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of food insecurity by region 2014. Data collected by the Dispositif National de Prévention et de Gestion des Crises Alimentaires (DNPGCA)&nbsp;and the Niger Institut National de la Statistique (INS) with technical and financial support from WFP, UNDP, FAO, Save the Children and FEWS Net. Data published in&nbsp;<span style=""color: rgb(95, 99, 104);"">Enquête Conjointe sur</span><span style=""color: rgb(77, 81, 86);"">&nbsp;la&nbsp;</span><span style=""color: rgb(95, 99, 104);"">Vulnerabilité à</span><span style=""color: rgb(77, 81, 86);"">&nbsp;l'</span><span style=""color: rgb(95, 99, 104);"">Insecurité Alimentaire des Menages au Niger - </span>&nbsp;Décembre 2014/ Janvier 2015,",63455,,"[""'name': 'Enqu\\u00eate Conjointe sur la Vulnerabilit\\u00e9 \\u00e0 l'Insecurit\\u00e9 Alimentaire des Menages au Niger -  D\\u00e9cembre 2014/ Janvier 2015.'"", ""'description': '<p>This file contains summary statistics of food insecurity by region 2014. Data collected by the Dispositif National de Pr\\u00e9vention et de Gestion des Crises Alimentaires (DNPGCA)&nbsp;and the Niger Institut National de la Statistique (INS) with technical and financial support from WFP"", 'UNDP', 'FAO', ""Save the Children and FEWS Net. Data published in&nbsp;<span style=\\'color: rgb(95"", '99', ""104);\\'>Enqu\\u00eate Conjointe sur</span><span style=\\'color: rgb(77"", '81', ""86);\\'>&nbsp;la&nbsp;</span><span style=\\'color: rgb(95"", '99', ""104);\\'>Vulnerabilit\\u00e9 \\u00e0</span><span style=\\'color: rgb(77"", '81', ""86);\\'>&nbsp;l'</span><span style=\\'color: rgb(95"", '99', ""104);\\'>Insecurit\\u00e9 Alimentaire des Menages au Niger - </span>&nbsp;D\\u00e9cembre 2014/ Janvier 2015.</p>', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0063455/DR0089994/Nigere%20Severe%20Food%20Insecurity%202014.xlsx?versionId=2023-02-28T17:42:48.4520293Z'""]"
Niger Malnutrition 2017 - Table Extract,"Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of malnutrition by region 2017 (underweight children under 5 years old). Data collected by <span style=""color: rgb(95, 99, 104);"">Institut National de la Statistique</span><span style=""color: rgb(77, 81, 86);"">&nbsp;du&nbsp;</span><span style=""color: rgb(95, 99, 104);"">Niger a</span>nd published in ""Enquête Démographique et de Santé du Niger EDSN-V 2017.""",63396,,"[""'name': 'Enqu\\u00eate D\\u00e9mographique et de Sant\\u00e9 du Niger EDSN-V 2017'"", ""'description': '<p>This file contains summary statistics of malnutrition by region 2017 (underweight children under 5 years old). Data collected by <span style=\\'color: rgb(95"", '99', ""104);\\'>Institut National de la Statistique</span><span style=\\'color: rgb(77"", '81', ""86);\\'>&nbsp;du&nbsp;</span><span style=\\'color: rgb(95"", '99', ""104);\\'>Niger a</span>nd published in \\'Enqu\\u00eate D\\u00e9mographique et de Sant\\u00e9 du Niger EDSN-V 2017.\\'</p>', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0063396/DR0089933/Niger%20Malnutrition%202017.xlsx?versionId=2023-02-28T17:39:22.0711958Z'""]"
Nepal Livestock Inventory 2013-2014 - Table Extract,"Gathered for the GAFSP Open Data Services activity. This file contains summary statistics of livestock inventory (cattle, buffalo, goat) by district 2013 - 2014. Data collected by the Ministry of Agricultural Development and published in ""Statistical Information on Nepalese Agriculture 2013-2014.""",63395,,"[""'name': 'Statistical Information on Nepalese Agriculture 2013-2014'"", ""'description': '<p>This file contains summary statistics of livestock inventory (cattle"", 'buffalo', ""goat) by district 2013 - 2014. Data collected by the Ministry of Agricultural Development and published in \\'Statistical Information on Nepalese Agriculture 2013-2014.\\'</p>', 'url': 'https://datacatalogfiles.worldbank.org/ddh-published/0063395/DR0089932/Nepal%20Livestock%20Inventory%202013-14.xlsx?versionId=2023-02-28T17:37:01.6203938Z'""]"
